time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,id
2024-01-25 23:40:54.655721,1,Adult Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.8403438747313479,0.7061538461538461,0.5824873096446701,-0.0314838527244575,-0.0073109031115607,-0.1470283570760235,1.4488976279128143,0.0326478507028012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
2024-01-25 23:40:54.629897,1,Adult Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1324, latent_dim=31, mask_values=None vae_layers=(100, 100, 30), lr=0.00826, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.0109, 'lr': 0.0675, 'optimizer': 'Adam', 'layers': (60, 10, 10, 10), 'input_dim': 34, 'sens_col_ids': [33]}, Pos Y vec loss: {'weight': 1356000.0}, Reconstruction loss: {'weight': 12.15}, KL divergence loss: {'weight': 0.0053}""}",0.7872275099785079,0.6301369863013698,0.2918781725888325,0.0381756544272821,0.0454338477105995,-0.0158732719402665,0.1564238798477177,0.0035246820598208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
2024-01-25 23:33:17.991001,1,Adult Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1501, latent_dim=21, mask_values=None vae_layers=(128, 32), lr=0.01288, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9090.0, 'sens_col_ids': [33]}, Pos Y vec loss: {'weight': 948000.0}, Reconstruction loss: {'weight': 8.4}, KL divergence loss: {'weight': 0.0038}""}",0.8041142155357691,0.6459143968871596,0.4213197969543147,0.0613967855519146,0.0925373134328358,-0.0318993755975295,0.2336413726197435,0.0070833006144673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
2024-01-25 23:23:03.678708,1,Adult Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=823, latent_dim=26, mask_values=None vae_layers=(45, 30, 30, 30), lr=0.02128, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1620000.0}, Reconstruction loss: {'weight': 10.8}, KL divergence loss: {'weight': 0.0069500000000000004}""}",0.8001228124040528,0.6378269617706237,0.4022842639593909,0.1133606882434835,0.174728054642044,0.0008125552953642,0.005306083976957,0.0001804290308236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
2024-01-25 23:19:53.274770,1,Adult Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1027, latent_dim=32, mask_values=None vae_layers=(150, 100), lr=0.021560000000000003, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.0825, 'lr': 0.0245, 'optimizer': 'Adam', 'layers': (60, 10, 10, 10), 'input_dim': 31}, Pos Y vec loss: {'weight': 1392000.0}, Reconstruction loss: {'weight': 8.85}, KL divergence loss: {'weight': 0.0041}""}",0.7813939207859993,0.6266666666666667,0.2385786802030456,0.1076858265353743,0.1878573235517328,0.0098911838174985,0.1002060117585834,0.0021963510915155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
2024-01-25 23:14:23.453913,1,Adult Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.8406509057414799,0.7372134038800705,0.5304568527918782,0.069604875486593,0.1635213761699975,-0.0908571821567272,0.8007250850235148,0.0201749633697959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
2024-01-25 23:14:23.025613,1,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.8117899907890697,0.581547064305685,0.7918781725888325,0.019736822524383,0.1052365292183151,-0.1605560866929424,0.7221692862039402,0.0356517018350876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
2024-01-25 23:14:22.587649,1,Adult Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.8529321461467608,0.7456279809220986,0.5951776649746193,-0.093892234689485,-0.1119402985074626,-0.182993480878205,2.5761679645710944,0.0406339563476752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
2024-01-25 23:14:22.184006,1,Adult Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.855081363217685,0.7523961661341853,0.5977157360406091,-0.0979727637213444,-0.1149253731343283,-0.1885264135660224,2.838369893132893,0.0418625517284092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
2024-01-25 23:14:22.159515,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1954, latent_dim=29, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.00966, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.0088, 'lr': 0.06, 'optimizer': 'Adam', 'layers': (25, 25, 25, 10), 'input_dim': 34, 'sens_col_ids': [33]}, Pos Y vec loss: {'weight': 1560000.0}, Reconstruction loss: {'weight': 17.25}, KL divergence loss: {'weight': 0.0032}""}",0.8182376420018422,0.6814814814814815,0.467005076142132,0.0164830941040771,0.048773083733873,-0.0853454760962704,0.7840211532911621,0.018951081391121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
