time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,id,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
36:02.5,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.688456189,0.727034121,0.697732997,-0.004535365,0.014768564,0.053304428,0.092922584,0.007847787,0.097527478,0,0,0,0,0,0,0,0,0,22.5,,,,,,,,
36:02.4,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.692628651,0.70754717,0.755667506,0.084803355,0.104090331,0.141019577,0.199906873,0.020761721,0.223027149,0,0,0,0,0,0,0,0,0,22.6,,,,,,,,
36:02.3,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.68984701,0.698630137,0.770780856,0.212710332,0.173857773,0.249546709,0.306585956,0.036739715,0.366127993,0,0,0,0,0,0,0,0,0,22.7,,,,,,,,
36:02.2,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.682892907,0.68988764,0.773299748,-0.020063698,0.051895611,0.048745237,0.073978066,0.007176557,0.076857358,0,0,0,0,0,0,0,0,0,22.8,,,,,,,,
31:34.1,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.68984701,0.695067265,0.780856423,-0.065832643,-0.046810738,-0.009630798,0.015726239,0.039861808,0.337668134,0,0,0,0,0,0,0,0,0,22.9,-0.164493095,-0.151778132,-0.20189339,0.367007752,0,0,0,0
31:20.0,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.681502086,0.682432432,0.774936061,0.031832799,0.06142488,0.094029851,0.135483871,0.014258329,0.145585317,0,0,0,0,0,0,0,0,0,23,,,,,,,,
31:14.1,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.685674548,0.682926829,0.787723785,0.089554534,0.131413806,0.155440745,0.206228315,0.023570443,0.23095941,0,0,0,0,0,0,0,0,0,23.1,,,,,,,,
31:14.0,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.678720445,0.67167382,0.800511509,-0.020338628,-0.000664452,0.038078837,0.056072133,0.00577413,0.057705528,0,0,0,0,0,0,0,0,0,23.2,,,,,,,,
26:36.4,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.682892907,0.680709534,0.78516624,-0.013558494,0.033702473,0.054547774,0.081215575,0.044372786,0.33786405,0,0,0,0,0,0,0,0,0,23.3,-0.175247963,-0.100996016,-0.191461803,0.338901366,0,0,0,0
26:19.9,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.677329624,0.677852349,0.774936061,-0.020038176,0.04699151,0.052213293,0.078613272,0.007917425,0.081875431,0,0,0,0,0,0,0,0,0,23.4,,,,,,,,
26:19.8,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.668984701,0.694656489,0.698209719,-0.065738618,0.002325581,0.006939661,0.012566413,0.001052304,0.012646038,0,0,0,0,0,0,0,0,0,23.5,,,,,,,,
26:19.7,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.678720445,0.682648402,0.764705882,0.062339328,0.089147287,0.122630438,0.172973459,0.018595213,0.189918492,0,0,0,0,0,0,0,0,0,23.6,,,,,,,,
26:19.6,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.681502086,0.67920354,0.78516624,0.174965591,0.178036176,0.227108049,0.279197052,0.034437801,0.327389482,0,0,0,0,0,0,0,0,0,23.7,,,,,,,,
26:19.5,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.680111266,0.681715576,0.772378517,-0.068210496,-0.007419712,0.00401837,0.006487488,0.00060933,0.006508624,0,0,0,0,0,0,0,0,0,23.8,,,,,,,,
21:49.0,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.69123783,0.688195991,0.79028133,-0.021653529,0.055924695,0.057966577,0.086305793,0.044216101,0.33537355,0,0,0,0,0,0,0,0,0,23.9,-0.176139887,-0.070774047,-0.189250154,0.336213644,0,0,0,0
21:35.0,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.668984701,0.68202765,0.747474747,0.10960411,0.176319607,0.149009792,0.205984124,0.023491134,0.230651823,0,0,0,0,0,0,0,0,0,24,,,,,,,,
21:31.4,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.670375522,0.682758621,0.75,0.115351237,0.18781386,0.15610199,0.213693016,0.024609206,0.240407998,0,0,0,0,0,0,0,0,0,24.1,,,,,,,,
21:31.3,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.653685675,0.66442953,0.75,-0.121106799,-0.06260462,-0.085216815,0.154045781,0.013434282,0.143273839,0,0,0,0,0,0,0,0,0,24.2,,,,,,,,
16:54.6,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.663421419,0.669603524,0.767676768,-0.051275673,0.032585649,-0.009104518,0.014587921,0.028371579,0.230121163,0,0,0,0,0,0,0,0,0,24.3,-0.095037092,-0.073822546,-0.125866654,0.215981301,0,0,0,0
16:37.0,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.659248957,0.663066955,0.775252525,-0.004327233,0.03760741,0.028258362,0.042387543,0.004454882,0.043312117,0,0,0,0,0,0,0,0,0,24.4,,,,,,,,
16:36.8,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.659248957,0.691139241,0.689393939,-0.007991247,0.015065283,0.022393188,0.039467993,0.003530247,0.040267974,0,0,0,0,0,0,0,0,0,24.5,,,,,,,,
16:36.7,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.660639777,0.670403587,0.755050505,0.058560119,0.107688874,0.092959336,0.133747617,0.014654877,0.143578977,0,0,0,0,0,0,0,0,0,24.6,,,,,,,,
16:36.6,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.656467316,0.660215054,0.775252525,0.206388983,0.199642897,0.227711109,0.274421081,0.035898259,0.320785433,0,0,0,0,0,0,0,0,0,24.7,,,,,,,,
16:36.5,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.652294854,0.659388646,0.762626263,-0.007074128,-0.034594353,0.010441974,0.016179322,0.001646159,0.016311637,0,0,0,0,0,0,0,0,0,24.8,,,,,,,,
12:02.4,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.663421419,0.665948276,0.78030303,-0.027940733,0.031134918,0.008883654,0.013615165,0.031273152,0.246583185,0,0,0,0,0,0,0,0,0,24.9,-0.123032831,-0.082194977,-0.150108485,0.255590122,0,0,0,0
11:48.7,3,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.693333333,0.732705337,0.861975835,-0.04968725,0.023275073,-0.035136476,0.087954336,0.015133333,0.085349818,0.002288889,0.001150639,0.001516673,0.003085248,0.013295703,0.003532197,0.000385719,7.64E-06,0.000270799,25,,,,,,,,
11:48.6,3,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.693333333,0.734521576,0.857000711,-0.125709128,-0.014238769,-0.098128039,0.136694668,0.0218,0.126552625,0.002288889,0.001083841,0.001677914,0.002759569,0.01344475,0.001891041,0.003960252,9.10E-05,0.003183611,25.1,,,,,,,,
11:48.6,3,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.633333333,0.68934773,0.843567875,0.069845683,0.045246922,0.057461479,0.066236772,0.012966667,0.068598304,8.89E-05,0.00049448,0.001356917,0.000314775,7.70E-05,6.73E-05,0.000114378,5.28E-06,0.000132193,25.2,,,,,,,,
11:48.5,3,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.673333333,0.699589682,0.911727079,0.018087357,-0.006702778,0.006355909,0.046921102,0.009166667,0.04700843,0.000688889,0.000649573,0.000151784,0.00354843,0.000210119,0.002035109,0.000496617,1.80E-05,0.000497703,25.3,,,,,,,,
11:48.5,3,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.71,0.719507966,0.941151386,0.018232416,0.06552466,0.019318872,0.021494101,0.004366667,0.021764425,0.001266667,0.000735093,0.000149966,0.001150879,0.000136788,5.20E-05,6.86E-05,2.98E-06,7.21E-05,25.4,,,,,,,,
11:48.5,3,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.666666667,0.799469269,0.681734186,-0.017026619,-0.05513586,-0.055021539,0.113144841,0.013433333,0.105221322,0.001155556,0.000541567,0.000636517,0.002893772,0.00774908,0.002075633,0.004940245,6.58E-05,0.004139896,25.5,,,,,,,,
11:48.4,3,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.696666667,0.715278149,0.921464108,-0.048331484,0.026556406,-0.034066209,0.039992877,0.007866667,0.038919975,0.001155556,0.000817512,6.24E-05,0.00096621,0.002959803,0.000462522,0.000630034,2.55E-05,0.000590416,25.6,,,,,,,,
11:48.4,3,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.693333333,0.714273909,0.916702203,-0.108929774,-0.013443594,-0.089371514,0.109658145,0.02,0.103936059,0.000955556,0.000672433,4.00E-05,0.002220031,0.000284316,0.000198839,0.000283699,8.67E-06,0.000232594,25.7,,,,,,,,
11:48.4,3,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.696666667,0.701579604,0.965600569,0.033062588,0.026951386,0.022869298,0.032109086,0.006733333,0.032708356,0.000422222,0.000435336,0.000351133,0.002010035,9.05E-05,0.000580919,0.000219205,8.97E-06,0.000233696,25.8,,,,,,,,
11:48.3,3,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.67,0.69375371,0.921677328,0.039370119,0.024751633,0.029636333,0.033360566,0.006866667,0.034257279,0,5.73E-05,0.000175829,0.000642001,0.001916087,0.000587151,0.000615488,2.73E-05,0.000656874,25.9,,,,,,,,
11:48.3,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.67,0.7125,0.850746269,-0.03136646,-0.129399586,-0.078125,0.104166667,0.018,0.099090903,0,0,0,0,0,0,0,0,0,26,,,,,,,,
11:46.4,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.67,0.717948718,0.835820896,-0.088509317,-0.177018634,-0.133680556,0.1925,0.0308,0.176051944,0,0,0,0,0,0,0,0,0,26.1,,,,,,,,
11:46.3,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.64,0.696202532,0.820895522,0.093064182,0.052795031,0.067708333,0.08125,0.0156,0.084741228,0,0,0,0,0,0,0,0,0,26.2,,,,,,,,
09:52.6,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.65,0.681818182,0.895522388,0.084506556,0.013457557,0.057291667,0.0625,0.0132,0.064538521,0,0,0,0,0,0,0,0,0,26.3,,,,,,,,
09:48.7,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.74,0.735632184,0.955223881,0.065942029,0.065217391,0.029513889,0.033203125,0.0068,0.033766862,0,0,0,0,0,0,0,0,0,26.4,,,,,,,,
09:48.6,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.68,0.818181818,0.671641791,0.058833678,0.062111801,0.008680556,0.015625,0.002,0.015748357,0,0,0,0,0,0,0,0,0,26.5,,,,,,,,
09:48.6,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.71,0.720930233,0.925373134,-0.009454796,-0.030020704,-0.041666667,0.05,0.0096,0.048790164,0,0,0,0,0,0,0,0,0,26.6,,,,,,,,
09:48.5,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.72,0.729411765,0.925373134,-0.04278813,-0.030020704,-0.069444444,0.086206897,0.016,0.082691716,0,0,0,0,0,0,0,0,0,26.7,,,,,,,,
09:48.4,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.7,0.707865169,0.940298507,0.081021394,0.017598344,0.041666667,0.045454545,0.0096,0.046520016,0,0,0,0,0,0,0,0,0,26.8,,,,,,,,
07:54.0,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.67,0.693181818,0.910447761,0.074982747,0.061076605,0.057291667,0.0625,0.0132,0.064538521,0,0,0,0,0,0,0,0,0,26.9,,,,,,,,
07:50.3,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.65,0.705128205,0.820895522,0.007304711,0.149224806,0.048906049,0.06031746,0.0114,0.062213185,0,0,0,0,0,0,0,0,0,27,,,,,,,,
07:48.4,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.65,0.705128205,0.820895522,-0.088618068,0.084302326,-0.036894037,0.048752834,0.0086,0.047601682,0,0,0,0,0,0,0,0,0,27.1,,,,,,,,
07:48.3,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.62,0.659340659,0.895522388,0.066472868,0.032945736,0.057057057,0.06031746,0.0133,0.062213185,0,0,0,0,0,0,0,0,0,27.2,,,,,,,,
05:52.6,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.66,0.681318681,0.925373134,0.029755516,-0.013565891,0.014157014,0.015406162,0.0033,0.015526071,0,0,0,0,0,0,0,0,0,27.3,,,,,,,,
05:48.3,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.66,0.681318681,0.925373134,-0.001244782,0.051356589,0.014157014,0.015406162,0.0033,0.015526071,0,0,0,0,0,0,0,0,0,27.4,,,,,,,,
05:48.3,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.7,0.813559322,0.71641791,-0.059913536,-0.07751938,-0.078507079,0.145238095,0.0183,0.135612559,0,0,0,0,0,0,0,0,0,27.5,,,,,,,,
05:48.2,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.65,0.677777778,0.910447761,-0.085539654,0.009689922,-0.055770056,0.064484127,0.013,0.062490294,0,0,0,0,0,0,0,0,0,27.6,,,,,,,,
05:48.1,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.65,0.677777778,0.910447761,-0.149001193,0.009689922,-0.098670099,0.117767537,0.023,0.111333426,0,0,0,0,0,0,0,0,0,27.7,,,,,,,,
05:48.0,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.67,0.673469388,0.985074627,-0.026833631,0.023255814,-0.011154011,0.011463845,0.0026,0.011398633,0,0,0,0,0,0,0,0,0,27.8,,,,,,,,
03:54.3,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.67,0.684782609,0.940298507,0.018127609,-0.036821705,-0.001716002,0.001867414,0.0004,0.001865672,0,0,0,0,0,0,0,0,0,27.9,,,,,,,,
03:51.0,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.76,0.780487805,0.914285714,-0.125,0.05,-0.076190476,0.099378882,0.016,0.094745368,0,0,0,0,0,0,0,0,0,28,,,,,,,,
03:49.2,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.76,0.780487805,0.914285714,-0.2,0.05,-0.123809524,0.168831169,0.026,0.156004248,0,0,0,0,0,0,0,0,0,28.1,,,,,,,,
03:49.1,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.64,0.7125,0.814285714,0.05,0.05,0.047619048,0.057142857,0.01,0.0588405,0,0,0,0,0,0,0,0,0,28.2,,,,,,,,
01:53.2,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.71,0.735632184,0.914285714,-0.06,-0.02,-0.052380952,0.062857143,0.011,0.0609607,0,0,0,0,0,0,0,0,0,28.3,,,,,,,,
01:49.5,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.73,0.741573034,0.942857143,-0.01,0.08,0.014285714,0.015873016,0.003,0.016000341,0,0,0,0,0,0,0,0,0,28.4,,,,,,,,
01:49.5,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.62,0.766666667,0.657142857,-0.05,-0.15,-0.095238095,0.178571429,0.02,0.164303051,0,0,0,0,0,0,0,0,0,28.5,,,,,,,,
01:49.4,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.73,0.747126437,0.928571429,-0.05,0.1,-0.004761905,0.005494505,0.001,0.005479466,0,0,0,0,0,0,0,0,0,28.6,,,,,,,,
01:49.3,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.71,0.735632184,0.914285714,-0.135,-0.02,-0.1,0.125,0.021,0.117783036,0,0,0,0,0,0,0,0,0,28.7,,,,,,,,
01:49.2,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.72,0.723404255,0.971428571,0.045,0.04,0.038095238,0.039408867,0.008,0.04020642,0,0,0,0,0,0,0,0,0,28.8,,,,,,,,
59:53.9,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.67,0.703296703,0.914285714,0.025,0.05,0.033333333,0.035714286,0.007,0.036367644,0,0,0,0,0,0,0,0,0,28.9,,,,,,,,
59:50.5,3,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.692165044,0.704242521,0.774336911,0.06286029,0.046451853,0.105376338,0.150095859,0.015498268,0.162884813,0.000276402,0.000587101,0.000130985,0.000957645,8.73E-05,0.000206678,0.000368717,7.42E-06,0.000504079,29,,,,,,,,
59:50.4,3,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.69123783,0.701551165,0.779564436,0.112225264,0.080944016,0.148307857,0.197614894,0.021761796,0.221666602,0.000144434,0.000457087,4.78E-05,0.002181073,0.001167599,0.001515812,0.001969525,3.42E-05,0.002970364,29.1,,,,,,,,
59:50.4,3,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.682892907,0.688973245,0.791837036,-0.03439003,-0.035566548,0.007689272,0.015184639,0.00153332,0.015449941,0.000686061,0.001302647,3.53E-06,0.000276516,0.002079704,0.000164566,0.000302883,3.25E-06,0.000316312,29.2,,,,,,,,
