time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,id,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
36:18.0,3,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.678256838,0.676513124,0.780217236,-0.027523854,0.020956355,0.029052181,0.063071109,0.041417051,0.321030389,3.01E-06,3.89E-05,0.000446177,0.000709028,0.001264984,0.001171709,0.000444121,5.81E-06,0.001645675,45.3,-0.14919188,-0.128288924,-0.180560413,0.322377118,6.67E-05,0.00178346,0.000257696,0.001999695
36:17.9,3,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.66759388,0.671860838,0.756294111,-0.016922819,0.01859625,0.03399415,0.078816668,0.007624044,0.082122838,4.64E-05,3.91E-05,0.000202054,0.00203345,0.000652263,0.002082503,0.001171275,1.20E-05,0.001459333,45.4,,,,,,,,
36:17.9,3,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.659248957,0.693406243,0.666589371,-0.042905401,-0.017303697,0.005700834,0.106601463,0.007860683,0.105863082,0.000117353,6.44E-05,0.000246669,0.003185222,0.001777443,0.003604991,0.00310299,1.33E-05,0.002858726,45.5,,,,,,,,
36:17.8,3,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.662957812,0.674132733,0.732305831,0.068228697,0.100226112,0.116942787,0.169290914,0.01735463,0.187069089,4.69E-05,3.67E-05,0.000258778,0.002079343,6.48E-05,0.00128025,0.002144219,2.47E-05,0.003226886,45.6,,,,,,,,
36:17.8,3,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.660176171,0.666891129,0.746022727,0.179238523,0.16428316,0.213406265,0.272541128,0.031736759,0.319204991,4.43E-05,2.04E-05,0.000189466,0.000864082,0.000314905,0.000859837,0.001042668,1.56E-05,0.002036418,45.7,,,,,,,,
36:17.8,3,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.658321743,0.664271452,0.747826017,-0.035516453,-0.015062669,0.010142498,0.103101839,0.009225067,0.10215198,8.55E-05,1.70E-05,0.000535007,0.002527036,0.005250735,0.003910675,0.00112004,4.46E-06,0.0007799,45.8,,,,,,,,
36:17.7,3,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.665739453,0.672745863,0.746930442,-0.016183366,0.011874039,0.032707212,0.052797167,0.043055472,0.35158454,2.24E-05,1.79E-05,0.000169253,0.001725611,0.000137203,0.00127431,0.002558153,2.86E-05,0.000736912,45.9,-0.165963213,-0.15844473,-0.196573597,0.368019038,7.99E-05,0.001098609,8.66E-05,0.000554803
36:17.7,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.66620306,0.692307692,0.692307692,0.03619218,0.075930459,0.075426945,0.124705882,0.010764835,0.133195315,0,0,0,0,0,0,0,0,0,46,,,,,,,,
36:13.2,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.670375522,0.691729323,0.707692308,0.115159063,0.170034438,0.157752779,0.230133465,0.022514271,0.261538111,0,0,0,0,0,0,0,0,0,46.1,,,,,,,,
36:13.1,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.628650904,0.655696203,0.664102564,-0.117021129,-0.099290486,-0.088899431,0.186839482,0.012687611,0.171293876,0,0,0,0,0,0,0,0,0,46.2,,,,,,,,
31:33.3,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.678720445,0.685314685,0.753846154,-0.061655868,-0.016928758,-0.019354839,0.033333333,0.043459758,0.369428324,0,0,0,0,0,0,0,0,0,46.3,-0.160121886,-0.187748784,-0.203186085,0.385240816,0,0,0,0
31:17.0,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.659248957,0.66743649,0.741025641,-0.065305698,-0.017136218,-0.026077528,0.044911298,0.003721751,0.043931999,0,0,0,0,0,0,0,0,0,46.4,,,,,,,,
31:16.9,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.646731572,0.684782609,0.646153846,-0.10761207,-0.076926269,-0.072756845,0.161104442,0.010383762,0.149371657,0,0,0,0,0,0,0,0,0,46.5,,,,,,,,
31:16.7,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.655076495,0.669047619,0.720512821,0.046439246,0.089332393,0.083477907,0.12779334,0.011913858,0.136728887,0,0,0,0,0,0,0,0,0,46.6,,,,,,,,
31:16.6,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.650904033,0.660508083,0.733333333,0.164013162,0.154267458,0.188316617,0.248417665,0.026876302,0.285574515,0,0,0,0,0,0,0,0,0,46.7,,,,,,,,
31:16.6,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.645340751,0.659574468,0.715384615,-0.105967911,-0.098460645,-0.077487124,0.14782159,0.011058861,0.137865877,0,0,0,0,0,0,0,0,0,46.8,,,,,,,,
26:38.7,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.659248957,0.670588235,0.730769231,-0.039412375,-0.004356666,-0.002886961,0.004903879,0.040788377,0.358378488,0,0,0,0,0,0,0,0,0,46.9,-0.156474635,-0.17166077,-0.193050891,0.367494468,0,0,0,0
26:24.7,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.684283727,0.689156627,0.744791667,0.13655548,0.166972253,0.192228956,0.261180647,0.027609433,0.302701836,0,0,0,0,0,0,0,0,0,47,,,,,,,,
26:18.8,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.680111266,0.681603774,0.752604167,0.215432812,0.188363281,0.254545455,0.318181818,0.036559818,0.382992252,0,0,0,0,0,0,0,0,0,47.1,,,,,,,,
26:18.8,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.662030598,0.668257757,0.729166667,-0.056044135,-0.079207921,-0.017858586,0.031441172,0.00256499,0.030957021,0,0,0,0,0,0,0,0,0,47.2,,,,,,,,
21:36.5,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.680111266,0.67264574,0.78125,0.003318817,0.011245569,0.052888889,0.079651941,0.042757577,0.323509918,0,0,0,0,0,0,0,0,0,47.3,-0.140489009,-0.103415257,-0.16763424,0.296916735,0,0,0,0
21:18.8,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.66759388,0.66743649,0.752604167,0.043247753,0.03190319,0.084457912,0.125681417,0.012130509,0.134310459,0,0,0,0,0,0,0,0,0,47.4,,,,,,,,
21:18.7,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.673157163,0.704109589,0.669270833,0.02991542,0.012345679,0.073050505,0.128610044,0.010492087,0.137665692,0,0,0,0,0,0,0,0,0,47.5,,,,,,,,
21:18.6,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.662030598,0.670702179,0.721354167,0.131686995,0.102799169,0.166545455,0.233912155,0.023920567,0.266458436,0,0,0,0,0,0,0,0,0,47.6,,,,,,,,
21:18.4,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.66620306,0.669811321,0.739583333,0.220351417,0.189218922,0.254545455,0.318181818,0.036559818,0.382992252,0,0,0,0,0,0,0,0,0,47.7,,,,,,,,
21:18.3,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66620306,0.663636364,0.760416667,0.007955392,-0.024935827,0.043622896,0.067319283,0.006265463,0.069692348,0,0,0,0,0,0,0,0,0,47.8,,,,,,,,
16:39.6,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.66759388,0.668997669,0.747395833,0.042161504,0.022857841,0.081508418,0.122753641,0.050433205,0.38090989,0,0,0,0,0,0,0,0,0,47.9,-0.177940974,-0.190784319,-0.20931834,0.397125705,0,0,0,0
16:25.2,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.678720445,0.688787185,0.76010101,0.020749141,0.061156006,0.085269734,0.126164403,0.013728308,0.134863025,0,0,0,0,0,0,0,0,0,48,,,,,,,,
16:17.3,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.681502086,0.687640449,0.772727273,0.078174239,0.112176414,0.140442148,0.192114259,0.02261099,0.213334641,0,0,0,0,0,0,0,0,0,48.1,,,,,,,,
16:17.2,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.678720445,0.677419355,0.795454545,-0.084682572,0.000616354,-0.006704313,0.010452962,0.001079385,0.010398707,0,0,0,0,0,0,0,0,0,48.2,,,,,,,,
11:32.1,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.675938804,0.671578947,0.805555556,-0.024234512,0.068552253,0.053622492,0.076228052,0.038033817,0.270152923,0,0,0,0,0,0,0,0,0,48.3,-0.146964744,-0.093702731,-0.170860916,0.284973802,0,0,0,0
11:14.0,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.675938804,0.680709534,0.775252525,-0.028710511,0.041021778,0.043602067,0.065857288,0.007019872,0.068126056,0,0,0,0,0,0,0,0,0,48.4,,,,,,,,
11:13.9,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.657858136,0.691326531,0.684343434,-0.051019553,0.012669497,0.016808843,0.030089904,0.0027062,0.030551896,0,0,0,0,0,0,0,0,0,48.5,,,,,,,,
11:13.8,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.671766342,0.682648402,0.755050505,0.02655985,0.108546774,0.100804998,0.146167247,0.016229464,0.158019944,0,0,0,0,0,0,0,0,0,48.6,,,,,,,,
11:13.7,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.663421419,0.670353982,0.765151515,0.153350992,0.149363101,0.197356722,0.251023901,0.031774157,0.289048207,0,0,0,0,0,0,0,0,0,48.7,,,,,,,,
11:13.6,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.663421419,0.669603524,0.767676768,-0.008536841,0.078208465,0.064291722,0.094164643,0.010350878,0.098897715,0,0,0,0,0,0,0,0,0,48.8,,,,,,,,
06:39.3,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.670375522,0.678651685,0.762626263,-0.051299227,0.017120942,0.01950018,0.03073398,0.037944835,0.315465243,0,0,0,0,0,0,0,0,0,48.9,-0.163474029,-0.112889101,-0.187351559,0.339436942,0,0,0,0
06:24.7,3,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.653333333,0.714518946,0.800911799,-0.056649384,0.000400859,-0.033613943,0.047794415,0.007433333,0.045700373,0.000555556,0.00222341,0.000152782,0.008793063,0.001390622,0.001058398,0.002206551,5.16E-05,0.001956127,49,,,,,,,,
06:24.7,3,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.676666667,0.727123398,0.826585658,-0.095831907,-0.031932442,-0.078158182,0.113343006,0.0175,0.105428492,0.000422222,0.001703264,0.000433138,0.009088921,0.004839143,0.002047274,0.004895237,9.94E-05,0.003841403,49.1,,,,,,,,
06:24.6,3,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.683333333,0.711047346,0.888150247,0.033549784,0.014673652,0.01884509,0.06018944,0.011233333,0.061241055,0.000422222,0.001035633,0.002243925,0.003437986,0.003991709,0.002777238,0.000707752,2.46E-05,0.000803498,49.2,,,,,,,,
06:24.6,3,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.69,0.701474488,0.929730638,-0.077076436,0.054860659,-0.034150292,0.066611247,0.0129,0.064880162,0.0026,0.00294769,0.002714676,0.007617745,0.002018299,0.002430622,0.000404566,1.54E-05,0.000329861,49.3,,,,,,,,
06:24.6,3,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.673333333,0.697477126,0.905296425,-0.061369298,0.047121496,-0.02607215,0.064254611,0.011933333,0.062810923,0.002488889,0.003787915,0.000609722,0.005567059,0.001399299,0.002266612,0.000216465,3.05E-06,0.00016901,49.4,,,,,,,,
06:24.5,3,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.65,0.773562523,0.669077848,-0.120694553,0.003026583,-0.085199477,0.210818689,0.023033333,0.183672175,0.000866667,0.004137019,0.00042787,0.002748211,0.010233847,0.007730666,0.024263111,0.000264762,0.016012456,49.5,,,,,,,,
06:24.5,3,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.696666667,0.708337242,0.930266456,-0.107479998,0.05550396,-0.054521641,0.064674213,0.012266667,0.062375251,0.002755556,0.003880883,0.000993516,0.005669523,0.000199369,0.000461656,0.000663371,2.37E-05,0.000588182,49.6,,,,,,,,
06:24.5,3,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.69,0.705216217,0.920553618,-0.162463163,0.023652108,-0.102934421,0.128015256,0.023133333,0.120176065,0.001866667,0.002957256,0.001434847,0.005330582,0.000399268,0.000498806,0.000716307,2.84E-05,0.000569364,49.7,,,,,,,,
06:24.4,3,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.676303855,0.945891456,-0.037440009,0.015908822,-0.021157821,0.030533562,0.006066667,0.029748747,0.0024,0.003209182,0.000243002,0.002428476,0.002524358,0.000883162,0.000778888,2.84E-05,0.00071864,49.8,,,,,,,,
06:24.4,3,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.693333333,0.707103483,0.925929962,-0.078328859,0.015318775,-0.049546517,0.058593505,0.011166667,0.056772878,0.002288889,0.003552806,0.002000059,0.002341387,9.90E-05,0.000284106,0.000374265,1.55E-05,0.000337812,49.9,,,,,,,,
06:24.4,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.67,0.712328767,0.8125,0.004752494,0.028985507,-0.016544118,0.023017903,0.0036,0.022756987,0,0,0,0,0,0,0,0,0,50,,,,,,,,
06:22.5,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.7,0.72972973,0.84375,-0.014053579,0.062801932,-0.03125,0.043478261,0.0068,0.042559614,0,0,0,0,0,0,0,0,0,50.1,,,,,,,,
06:22.4,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.682926829,0.875,0.100257231,0.096618357,0.080882353,0.092436975,0.0176,0.096992266,0,0,0,0,0,0,0,0,0,50.2,,,,,,,,
04:28.4,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.64,0.670731707,0.859375,0.029957965,0.118357488,0.034926471,0.041394336,0.0076,0.042275483,0,0,0,0,0,0,0,0,0,50.3,,,,,,,,
04:24.7,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.66,0.682926829,0.875,-0.055273229,0.019323671,-0.056985294,0.072941176,0.0124,0.070403641,0,0,0,0,0,0,0,0,0,50.4,,,,,,,,
04:24.6,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.62,0.732142857,0.640625,-0.089026915,0.036231884,-0.088235294,0.176470588,0.0192,0.162518929,0,0,0,0,0,0,0,0,0,50.5,,,,,,,,
04:24.5,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.67,0.686746988,0.890625,-0.027495451,0.074879227,-0.025735294,0.031674208,0.0056,0.031182927,0,0,0,0,0,0,0,0,0,50.6,,,,,,,,
04:24.4,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.65,0.674698795,0.875,-0.078000502,0.019323671,-0.071691176,0.091764706,0.0156,0.087795383,0,0,0,0,0,0,0,0,0,50.7,,,,,,,,
04:24.3,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.666666667,0.9375,0.004517222,0.086956522,0.009191176,0.010141988,0.002,0.010193768,0,0,0,0,0,0,0,0,0,50.8,,,,,,,,
02:31.2,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.65,0.674698795,0.875,-0.019558943,0.019323671,-0.025735294,0.031674208,0.0056,0.031182927,0,0,0,0,0,0,0,0,0,50.9,,,,,,,,
02:27.8,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.67,0.773333333,0.783783784,-0.189143991,0.024489796,-0.079149706,0.113562622,0.0175,0.107564445,0,0,0,0,0,0,0,0,0,51,,,,,,,,
02:25.9,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.68,0.776315789,0.797297297,-0.229552154,-0.056326531,-0.139303483,0.208955224,0.0308,0.189756535,0,0,0,0,0,0,0,0,0,51.1,,,,,,,,
02:25.8,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.68,0.756097561,0.837837838,-0.042460317,-0.057142857,-0.047942108,0.060849598,0.0106,0.059070095,0,0,0,0,0,0,0,0,0,51.2,,,,,,,,
00:30.6,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.76,0.777777778,0.945945946,-0.1838322,0.02122449,-0.076888286,0.090618337,0.017,0.086744817,0,0,0,0,0,0,0,0,0,51.3,,,,,,,,
00:25.7,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.74,0.779069767,0.905405405,-0.155646259,0.022040816,-0.062415197,0.07628524,0.0138,0.07351552,0,0,0,0,0,0,0,0,0,51.4,,,,,,,,
00:25.7,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.69,0.86440678,0.689189189,-0.078475057,0.106938776,0.023971054,0.039552239,0.0053,0.040355685,0,0,0,0,0,0,0,0,0,51.5,,,,,,,,
00:25.6,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.77,0.793103448,0.932432432,-0.20835034,0.041632653,-0.07734057,0.094527363,0.0171,0.090322638,0,0,0,0,0,0,0,0,0,51.6,,,,,,,,
00:25.5,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.75,0.781609195,0.918918919,-0.256128118,0.001632653,-0.122568973,0.155568312,0.0271,0.144592268,0,0,0,0,0,0,0,0,0,51.7,,,,,,,,
00:25.4,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.72,0.75,0.932432432,-0.106609977,-0.01877551,-0.061510629,0.069994853,0.0136,0.067653838,0,0,0,0,0,0,0,0,0,51.8,,,,,,,,
58:34.1,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.76,0.790697674,0.918918919,-0.138072562,0.001632653,-0.062415197,0.07628524,0.0138,0.07351552,0,0,0,0,0,0,0,0,0,51.9,,,,,,,,
58:30.7,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.62,0.657894737,0.806451613,0.014443347,-0.052272727,-0.005148005,0.006802721,0.0012,0.006779687,0,0,0,0,0,0,0,0,0,52,,,,,,,,
58:28.8,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.65,0.675324675,0.838709677,-0.043889987,-0.102272727,-0.063921064,0.087595532,0.0149,0.083969326,0,0,0,0,0,0,0,0,0,52.1,,,,,,,,
58:28.7,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.71,0.694117647,0.951612903,0.042852437,0.004545455,0.023595024,0.027281746,0.0055,0.027660803,0,0,0,0,0,0,0,0,0,52.2,,,,,,,,
